980901|1|Mumbai Indians|Rising Pune Supergiants|16|5|Harbhajan Singh|M Ashwin|R Vinay Kumar|0|0|0||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|16|6|Harbhajan Singh|M Ashwin|R Vinay Kumar|0|0|0||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|17|1|R Vinay Kumar|MR Marsh|Harbhajan Singh|0|0|0||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|17|2|R Vinay Kumar|MR Marsh|Harbhajan Singh|1|0|1||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|17|3|Harbhajan Singh|MR Marsh|R Vinay Kumar|1|0|1||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|17|4|R Vinay Kumar|MR Marsh|Harbhajan Singh|0|0|0||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|17|5|R Vinay Kumar|MR Marsh|Harbhajan Singh|6|0|6||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|17|6|R Vinay Kumar|MR Marsh|Harbhajan Singh|2|0|2||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|18|1|Harbhajan Singh|RP Singh|R Vinay Kumar|0|1|1|wides|0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|18|2|Harbhajan Singh|RP Singh|R Vinay Kumar|0|0|0||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|18|3|Harbhajan Singh|RP Singh|R Vinay Kumar|4|0|4||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|18|4|Harbhajan Singh|RP Singh|R Vinay Kumar|1|0|1||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|18|5|R Vinay Kumar|RP Singh|Harbhajan Singh|0|0|0||1|R Vinay Kumar|caught|SPD Smith
980901|1|Mumbai Indians|Rising Pune Supergiants|18|6|Harbhajan Singh|RP Singh|MJ McClenaghan|4|0|4||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|18|7|Harbhajan Singh|RP Singh|MJ McClenaghan|4|0|4||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|19|1|MJ McClenaghan|I Sharma|Harbhajan Singh|1|0|1||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|19|2|Harbhajan Singh|I Sharma|MJ McClenaghan|4|0|4||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|19|3|Harbhajan Singh|I Sharma|MJ McClenaghan|1|0|1||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|19|4|MJ McClenaghan|I Sharma|Harbhajan Singh|1|0|1||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|19|5|Harbhajan Singh|I Sharma|MJ McClenaghan|6|0|6||0|NA|NA|NA
980901|1|Mumbai Indians|Rising Pune Supergiants|19|6|Harbhajan Singh|I Sharma|MJ McClenaghan|4|0|4||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|0|1|AM Rahane|MJ McClenaghan|F du Plessis|4|0|4||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|0|2|AM Rahane|MJ McClenaghan|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|0|3|AM Rahane|MJ McClenaghan|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|0|4|AM Rahane|MJ McClenaghan|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|0|5|AM Rahane|MJ McClenaghan|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|0|6|AM Rahane|MJ McClenaghan|F du Plessis|4|0|4||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|1|1|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|1|2|F du Plessis|JJ Bumrah|AM Rahane|4|0|4||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|1|3|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|1|4|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|1|5|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|1|6|F du Plessis|JJ Bumrah|AM Rahane|1|0|1||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|2|1|F du Plessis|MJ McClenaghan|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|2|2|F du Plessis|MJ McClenaghan|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|2|3|F du Plessis|MJ McClenaghan|AM Rahane|1|0|1||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|2|4|AM Rahane|MJ McClenaghan|F du Plessis|4|0|4||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|2|5|AM Rahane|MJ McClenaghan|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|2|6|AM Rahane|MJ McClenaghan|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|3|1|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|3|2|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|3|3|F du Plessis|JJ Bumrah|AM Rahane|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|3|4|F du Plessis|JJ Bumrah|AM Rahane|1|0|1||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|3|5|AM Rahane|JJ Bumrah|F du Plessis|4|0|4||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|3|6|AM Rahane|JJ Bumrah|F du Plessis|0|0|0||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|4|1|F du Plessis|MJ McClenaghan|AM Rahane|1|0|1||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|4|2|AM Rahane|MJ McClenaghan|F du Plessis|6|0|6||0|NA|NA|NA
980901|2|Rising Pune Supergiants|Mumbai Indians|4|3|AM Rahane|MJ McClenaghan|F du Plessis|1|0|1||0|NA|NA|NA
